gamma,p,d_static,alpha_static,F_raw,F_static,Y_static,R_static,d_adaptive,alpha_adaptive,F_adaptive,Y_adaptive,R_adaptive,delta_F,delta_Y,delta_T
0.17,0.11,1,0.47894737124443054,0.812806909586628,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.12,1,0.47894737124443054,0.8036964760074838,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.13,1,0.47894737124443054,0.7945860424283394,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.14,1,0.47894737124443054,0.7854756088491952,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.15000000000000002,1,0.47894737124443054,0.7763651752700509,0.0,0.0,0.0,1,0.47894737124443054,0.7385521221075313,0.5,-9900.0,0.7385521221075313,0.5,-9900.0
0.17,0.16,1,0.47894737124443054,0.7672547416909066,0.7248722872912368,0.5,100.0,1,0.47894737124443054,0.0,0.0,-10000.0,-0.7248722872912368,-0.5,-10100.0
0.17,0.17,1,0.47894737124443054,0.7581443081117623,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.18000000000000002,1,0.47894737124443054,0.7490338745326179,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.19,1,0.47894737124443054,0.7399234409534737,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.2,1,0.47894737124443054,0.7308130073743293,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.01,1,0.5631579160690308,0.8987138717687337,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.02,1,0.5631579160690308,0.8896584866305964,0.0,0.0,0.0,2,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.03,1,0.5210526585578918,0.8806031014924589,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.04,1,0.5210526585578918,0.8715477163543215,0.9006620334965136,0.5,100.0,1,0.5631579160690308,0.0,0.0,-10000.0,-0.9006620334965136,-0.5,-10100.0
0.18000000000000002,0.05,1,0.47894737124443054,0.8624923312161841,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.060000000000000005,1,0.47894737124443054,0.8534369460780467,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.06999999999999999,1,0.47894737124443054,0.8443815609399095,0.0,0.0,0.0,1,0.5631579160690308,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.08,1,0.47894737124443054,0.8353261758017718,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.09,1,0.47894737124443054,0.8262707906636344,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.09999999999999999,1,0.47894737124443054,0.817215405525497,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.11,1,0.47894737124443054,0.8081600203873596,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.12,1,0.47894737124443054,0.7991046352492223,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.13,1,0.47894737124443054,0.7900492501110847,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.14,1,0.47894737124443054,0.7809938649729473,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.15000000000000002,1,0.47894737124443054,0.77193847983481,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.16,1,0.47894737124443054,0.7628830946966725,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.17,1,0.47894737124443054,0.7538277095585351,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.18000000000000002,1,0.47894737124443054,0.7447723244203976,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.19,1,0.47894737124443054,0.7357169392822602,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.18000000000000002,0.2,1,0.47894737124443054,0.7266615541441228,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.01,1,0.5631579160690308,0.8935000000000004,0.9141872955034389,0.5,100.0,1,0.6052631735801697,0.8587729346316517,0.5,-9900.0,-0.055414360871787194,0.0,-10000.0
0.19,0.02,2,0.5210526585578918,0.8845000000000005,0.0,0.0,0.0,1,0.6052631735801697,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.03,1,0.5210526585578918,0.8755000000000004,0.0,0.0,0.0,2,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.04,1,0.5210526585578918,0.8665000000000003,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.05,1,0.47894737124443054,0.8575000000000003,0.0,0.0,0.0,1,0.6052631735801697,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.060000000000000005,1,0.47894737124443054,0.8485000000000004,0.0,0.0,0.0,2,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.06999999999999999,1,0.47894737124443054,0.8395000000000006,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.08,1,0.47894737124443054,0.8305000000000005,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.09,1,0.47894737124443054,0.8215000000000003,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.09999999999999999,1,0.47894737124443054,0.8125000000000004,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.11,1,0.47894737124443054,0.8035000000000003,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.12,1,0.47894737124443054,0.7945000000000004,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.13,1,0.47894737124443054,0.7855000000000003,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.14,1,0.47894737124443054,0.7765000000000004,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.15000000000000002,1,0.47894737124443054,0.7675000000000004,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.16,1,0.47894737124443054,0.7585000000000004,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.17,1,0.47894737124443054,0.7495000000000005,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.18000000000000002,1,0.47894737124443054,0.7405000000000004,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.19,1,0.47894737124443054,0.7315000000000005,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.19,0.2,1,0.47894737124443054,0.7225000000000004,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.01,1,0.5631579160690308,0.8882693235899592,0.0,0.0,0.0,1,0.5631579160690308,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.02,1,0.5631579160690308,0.87932505167996,0.0,0.0,0.0,1,0.5210526585578918,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.03,1,0.5210526585578918,0.8703807797699609,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.04,1,0.5210526585578918,0.8614365078599616,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.05,1,0.47894737124443054,0.8524922359499625,0.0,0.0,0.0,1,0.5210526585578918,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.060000000000000005,1,0.47894737124443054,0.8435479640399632,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.06999999999999999,1,0.47894737124443054,0.8346036921299643,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.08,1,0.47894737124443054,0.825659420219965,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.09,1,0.47894737124443054,0.8167151483099658,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.09999999999999999,1,0.47894737124443054,0.8077708763999667,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.11,1,0.47894737124443054,0.7988266044899676,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.12,1,0.47894737124443054,0.7898823325799684,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.13,1,0.47894737124443054,0.7809380606699692,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.14,1,0.47894737124443054,0.7719937887599699,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.15000000000000002,1,0.47894737124443054,0.7630495168499709,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.16,1,0.47894737124443054,0.7541052449399717,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.17,1,0.47894737124443054,0.7451609730299726,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.18000000000000002,1,0.47894737124443054,0.7362167011199734,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.19,1,0.47894737124443054,0.7272724292099743,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.2,0.2,1,0.47894737124443054,0.7183281572999751,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
